region_id,country_name,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,other_information_information_system_for_solid_waste_management,other_information_national_agency_to_enforce_solid_waste_laws_and_regulations,other_information_national_law_governing_solid_waste_management_in_the_country,other_information_ppp_rules_and_regulations,other_information_summary_of_key_solid_waste_information_made_available_to_the_public,population_population_number_of_people,special_waste_agricultural_waste_tons_year,special_waste_construction_and_demolition_waste_tons_year,special_waste_e_waste_tons_year,special_waste_hazardous_waste_tons_year,special_waste_industrial_waste_tons_year,special_waste_medical_waste_tons_year,total_msw_total_msw_generated_tons_year,waste_collection_coverage_rural_percent_of_geographic_area,waste_collection_coverage_rural_percent_of_households,waste_collection_coverage_rural_percent_of_population,waste_collection_coverage_rural_percent_of_waste,waste_collection_coverage_total_percent_of_geographic_area,waste_collection_coverage_total_percent_of_households,waste_collection_coverage_total_percent_of_population,waste_collection_coverage_total_percent_of_waste,waste_collection_coverage_urban_percent_of_geographic_area,waste_collection_coverage_urban_percent_of_households,waste_collection_coverage_urban_percent_of_population,waste_collection_coverage_urban_percent_of_waste,waste_treatment_anaerobic_digestion_percent,waste_treatment_compost_percent,waste_treatment_controlled_landfill_percent,waste_treatment_incineration_percent,waste_treatment_landfill_unspecified_percent,waste_treatment_open_dump_percent,waste_treatment_other_percent,waste_treatment_recycling_percent,waste_treatment_sanitary_landfill_landfill_gas_system_percent,waste_treatment_unaccounted_for_percent,waste_treatment_waterways_marine_percent,where_where_is_this_data_measured
MEA,Oman,30535.83398,27.0,6.0,4.276837596482353,24.0,15.0,21.0,2.6713207547169815,2.0,5.0,No,Yes,Yes,Yes,,3960925,90015688.23649433,735341.0,59000.0,1469835.0,315096014.47525,4500.0,1734885.15,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,0.01,28.434393906458336,47.84269841269842,99.99,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SAS,Pakistan,4571.414551,30.0,6.0,4.0,20.0,13.0,9.0,2.0,2.0,14.0,No,Yes,No,Yes,,193203472,82120000.0,57779234.47121622,301000.0,1538000.0,315096014.47525,292000000.0,30760000.0,100.0,38.385555555555555,50.99739130434783,30.0,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,70.0,0.2,2.0,42.213099385581394,28.434393906458336,40.0,50.0,13.236199999999998,8.0,44.35626678571428,32.822129772340425,38.025,Waste generated in 8 cities
LCN,Panama,28436.35938,46.4,5.8,3.8,5.7,26.3,12.0,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,,,3969249,90015688.23649433,57779234.47121622,3200.0,6934516.75975678,315096014.47525,3094.7,1472262.215,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,84.9,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,16.0,28.434393906458336,47.84269841269842,23.4,18.9,17.371565905725806,41.7,32.822129772340425,38.025,
LCN,Peru,11877.08398,50.43,3.05,2.64,21.7,7.44,10.52,1.25,4.77203125,2.97,Yes,Yes,Yes,Yes,Yes,30973354,90015688.23649433,57779234.47121622,182000.0,660180.1793,315096014.47525,7176.0,8356711.13,100.0,38.2,50.99739130434783,31.75,100.0,60.02583333333333,82.93,85.02063013700001,100.0,95.3,81.22274999999999,69.46555555555557,0.2,8.138041567499998,15.58,28.434393906458336,47.84269841269842,56.39,13.236199999999998,4.0,24.03,32.822129772340425,38.025,
EAS,Philippines,7705.04541,52.31,2.34,4.22,21.52,8.7,10.55,0.37,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,Yes,103320224,90015688.23649433,57779234.47121622,290000.0,4332222.32,315096014.47525,3399482.6000285717,14631922.9,100.0,38.385555555555555,50.99739130434783,40.0,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,70.0,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,28.0,44.35626678571428,72.0,38.025,
EAS,Palau,18275.02539,26.0,5.0,10.0,9.0,15.0,32.0,1.0,4.77203125,2.0,,,Yes,,Yes,21503,90015688.23649433,57779234.47121622,200.0,6934516.75975678,315096014.47525,10.92,9426.7455,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,77.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
EAS,Papua New Guinea,3912.381104,31.0,4.756172671654971,4.276837596482353,42.0,16.6,10.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,Yes,,7755785,90015688.23649433,57779234.47121622,7000.0,6934516.75975678,315096014.47525,572.0,1000000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,60.0,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,62.0,28.434393906458336,47.84269841269842,54.79139928529412,37.0,2.0,44.35626678571428,32.822129772340425,38.025,
ECS,Poland,33221.54297,37.27,10.07,2.17,26.69,11.27,12.13,2.6713207547169815,0.4,11.419939176078948,,Yes,Yes,Yes,,37970872,4679634.0,135184220.0,224452.0,1679051.0,315096014.47525,2486818.0,12758213.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,100.0,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,16.11,42.213099385581394,13.24,44.26,54.79139928529412,13.236199999999998,26.39,44.35626678571428,32.822129772340425,38.025,
LCN,Puerto Rico,34311.03125,13.1,2.4,10.4,23.8,19.4,10.4,2.6713207547169815,4.77203125,20.5,,Yes,Yes,Yes,Yes,3473181,90015688.23649433,57779234.47121622,946.44,4.92,315096014.47525,3399482.6000285717,4170953.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,66.5,54.79139928529412,13.236199999999998,14.0,44.35626678571428,19.5,38.025,
ECS,Portugal,34961.94531,36.49,6.73,1.85,27.68,13.64,10.72,2.6713207547169815,0.93,1.94,Yes,Yes,Yes,Yes,,10269417,183064.0,2743219.0,170078.0,701228.0,315096014.47525,817492.0,5268211.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,100.0,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,14.12,42.213099385581394,20.68,48.97,54.79139928529412,13.236199999999998,16.23,44.35626678571428,32.822129772340425,38.025,
LCN,Paraguay,11810.42773,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,,,6639119,90015688.23649433,57779234.47121622,34200.0,6934516.75975678,315096014.47525,3399482.6000285717,1818501.365,100.0,38.385555555555555,50.99739130434783,31.75,100.0,47.2,46.6,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,40.2,28.434393906458336,47.84269841269842,23.4,13.236199999999998,17.371565905725806,36.4,32.822129772340425,38.025,
MEA,West Bank and Gaza,5985.683105,59.1,2.4,2.7,11.5,10.1,14.2,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,,Yes,4046901,440000.0,57779234.47121622,242295.0434065934,62621.0,131344.0,4572.0,1387000.0,100.0,88.0,50.99739130434783,31.75,100.0,60.02583333333333,91.5,92.2,100.0,93.0,81.22274999999999,69.46555555555557,0.2,0.5,33.0,28.434393906458336,47.84269841269842,67.0,13.236199999999998,0.5,44.35626678571428,32.822129772340425,38.025,Disposal site
EAS,French Polynesia,60955.72656,47.0,3.0,3.0,29.0,16.0,2.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,No,No,Yes,273528,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,360.0,147000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,51.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,39.0,44.35626678571428,61.0,38.025,
MEA,Qatar,96261.66406,57.0,4.0,9.0,5.0,11.0,14.0,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,,No,2109568,90015688.23649433,9706885.0,29000.0,105000.0,64000.0,450000.0,1000990.016,100.0,38.385555555555555,100.0,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,4.0,93.0,54.79139928529412,13.236199999999998,3.0,44.35626678571428,32.822129772340425,38.025,
ECS,Romania,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,2.6713207547169815,2.0,11.419939176078948,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,315096014.47525,915888.0,5419832.5,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,87.45,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,7.46,42.213099385581394,2.37,71.96,54.79139928529412,13.236199999999998,5.67,44.35626678571428,12.54,38.025,Disposal site
ECS,Russian Federation,26012.84961,28.41,16.82,1.83,19.03,19.7,14.21,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,,143201680,90015688.23649433,57779234.47121622,1392000.0,110000000.0,315096014.47525,3399482.6000285717,60000000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,95.0,13.236199999999998,4.5,44.35626678571428,0.5,38.025,
SSF,Rwanda,1950.528076,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,11917508,90015688.23649433,57779234.47121622,5900.0,6934516.75975678,315096014.47525,3399482.6000285717,4384969.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
MEA,Saudi Arabia,48921.23047,45.5,4.0,5.0,2.5,27.0,11.0,2.6713207547169815,5.0,11.419939176078948,Yes,Yes,yes,,,31557144,90015688.23649433,57779234.47121622,508000.0,697000.0,315096014.47525,25207.0,16125700.58,100.0,38.385555555555555,100.0,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,85.0,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,15.0,44.35626678571428,32.822129772340425,38.025,Disposal site
SSF,Sudan,4191.823242,51.4,3.5,1.7,18.9,11.8,12.7,2.6713207547169815,4.77203125,11.419939176078948,,,,,,38647804,90015688.23649433,57779234.47121622,51000.0,6934516.75975678,315096014.47525,3399482.6000285717,2831291.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,82.0,54.79139928529412,18.0,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Senegal,3067.662598,12.0,2.0,2.0,68.0,5.0,9.0,2.6713207547169815,2.0,11.419939176078948,No,No,Yes,Yes,,15411614,90015688.23649433,57779234.47121622,15000.0,6934516.75975678,315096014.47525,3399482.6000285717,2454059.25,100.0,38.385555555555555,50.99739130434783,28.0,100.0,60.02583333333333,21.4,85.02063013700001,100.0,79.05111111111111,40.0,69.46555555555557,0.2,8.138041567499998,5.1,28.434393906458336,47.84269841269842,43.8,4.7,17.371565905725806,44.35626678571428,46.4,38.025,
EAS,Singapore,97341.46875,10.51,0.93,19.12,32.3,14.86,10.58,1.96,5.5,4.26,Yes,Yes,Yes,Yes,Yes,5703600,90015688.23649433,1609300.0,100000.0,446870.0,315096014.47525,3399482.6000285717,1870000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,37.0,2.0,54.79139928529412,13.236199999999998,61.0,44.35626678571428,32.822129772340425,38.025,
EAS,Solomon Islands,2596.452881,42.8,6.65,13.15,3.7,6.45,22.35,4.9,4.77203125,11.419939176078948,No,Yes,Yes,No,Yes,563513,90015688.23649433,57779234.47121622,400.0,6934516.75975678,315096014.47525,273.34,179971.9644,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,12.0,85.02063013700001,100.0,79.05111111111111,60.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,19.0,81.0,
SSF,Sierra Leone,1237.630249,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,5439695,90015688.23649433,57779234.47121622,3400.0,6934516.75975678,315096014.47525,3399482.6000285717,610222.09,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
LCN,El Salvador,7328.713379,65.0,4.0,2.0,7.0,12.0,10.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,Yes,,6164626,90015688.23649433,57779234.47121622,30100.0,16465.0,315096014.47525,3399482.6000285717,1648996.18,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,78.8,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,13.8,7.9,17.371565905725806,78.2,0.1,38.025,
ECS,San Marino,58806.19922,5.35,5.61,0.9,65.56,13.21,5.6,2.6713207547169815,1.28,2.49,,,,,,33203,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,17174.68,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,45.05,44.35626678571428,54.95,38.025,
SSF,Somalia,1862.614136,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,14317996,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,2326099.17,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
ECS,Serbia,18351.27344,37.62,5.44,1.38,16.72,13.57,12.73,0.4,4.77203125,12.14,Yes,Yes,Yes,Yes,,6944975,199453.0,46707848.0,14388.0,13475026.0,315096014.47525,32888.0,2347401.5,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,70.0,74.67,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,73.91,54.79139928529412,13.236199999999998,0.76,44.35626678571428,25.33,38.025,Other
SSF,South Sudan,1795.991943,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,11177490,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,2680681.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,São Tomé and Príncipe,3720.786865,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,191266,90015688.23649433,57779234.47121622,200.0,6934516.75975678,315096014.47525,3399482.6000285717,25586.5,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,48.4,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
LCN,Suriname,16953.80273,57.0,3.0,3.0,24.0,15.277361084602273,11.0,2.6713207547169815,4.77203125,11.419939176078948,No,No,No,No,No,526103,90015688.23649433,57779234.47121622,5000.0,6934516.75975678,315096014.47525,1270.2,78619.79915,100.0,38.385555555555555,15.0,31.75,100.0,60.02583333333333,79.5,48.7,100.0,79.05111111111111,70.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,63.0,13.236199999999998,17.371565905725806,44.35626678571428,37.0,38.025,
ECS,Slovak Republic,31965.76172,42.0,19.0,2.0,1.0,25.0,11.0,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,,5454073,920337.0,4023409.0,30911.0,375688.0,315096014.47525,558605.0,2296164.75,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,94.34,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,7.29,42.213099385581394,10.71,68.72,54.79139928529412,13.236199999999998,7.62,44.35626678571428,5.66,38.025,
ECS,Slovenia,39037.93359,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,,,2087946,289773.0,2071792.0,26359.0,155229.0,315096014.47525,227873.0,1052324.75,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,93.84,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,7.67,42.213099385581394,17.06,22.68,54.79139928529412,13.236199999999998,46.44,44.35626678571428,6.15,38.025,
ECS,Sweden,52608.71094,23.34,9.15,9.2,18.418010410914285,36.4,6.58,2.6713207547169815,4.77203125,15.33,Yes,Yes,Yes,,,10285453,2205186.0,152012352.0,721671.0,2568154.0,315096014.47525,1315108.0,4618168.5,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,100.0,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,15.63,42.213099385581394,51.2,0.8,54.79139928529412,13.236199999999998,32.37,44.35626678571428,32.822129772340425,38.025,
SSF,Eswatini,8321.106445,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,,,,1343098,90015688.23649433,57779234.47121622,5700.0,6934516.75975678,315096014.47525,3399482.6000285717,218199.47,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
LCN,Sint Maarten (Dutch part),22645.891780528706,46.0,7.0,7.0,12.0,15.0,13.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,,Yes,37685,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,9638989.841710651,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Seychelles,23302.95313,48.5,5.2,4.6,25.8,5.9,9.9,0.2,0.5,11.419939176078948,,Yes,Yes,Yes,yes,88303,90015688.23649433,57779234.47121622,1100.0,6934516.75975678,315096014.47525,3399482.6000285717,48000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
MEA,Syrian Arab Republic,8587.050781,57.0,3.0,4.0,22.0,7.0,7.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,,,20824892,90015688.23649433,57779234.47121622,242295.0434065934,68000.0,315096014.47525,4600.0,4500000.0,100.0,38.385555555555555,75.0,31.75,100.0,60.02583333333333,74.0,85.02063013700001,100.0,79.05111111111111,95.0,69.46555555555557,0.2,1.5,42.213099385581394,28.434393906458336,20.0,80.0,13.236199999999998,2.5,44.35626678571428,32.822129772340425,38.025,Disposal site
LCN,Turks and Caicos Islands,28174.48242,21.8,20.5,7.6,2.4,31.5,16.3,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,Yes,,34900,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,9638989.841710651,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Chad,1732.691284,70.0,1.0,2.0,18.0,3.0,6.0,2.6713207547169815,4.77203125,11.419939176078948,,,,,,11887202,90015688.23649433,57779234.47121622,8800.0,6934516.75975678,315096014.47525,3399482.6000285717,1358850.53,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Togo,1404.132935,38.0,2.0,4.0,42.0,4.0,10.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,No,,7228915,90015688.23649433,57779234.47121622,6400.0,1900.0,315096014.47525,3399482.6000285717,1109030.45,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,1.8,42.213099385581394,28.434393906458336,47.84269841269842,96.2,13.236199999999998,2.0,44.35626678571428,32.822129772340425,38.025,
EAS,Thailand,16301.53809,65.52,3.04,1.85,4.74,7.6,17.59,0.46,0.8,11.419939176078948,,Yes,Yes,Yes,,68657600,82230000.0,1100000.0,384233.0,3445000.0,37400000.0,53868.0,26853366.0,100.0,38.385555555555555,50.99739130434783,6.0,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,37.0,0.2,8.138041567499998,42.213099385581394,0.4,27.0,53.5,13.236199999999998,19.1,44.35626678571428,32.822129772340425,38.025,
ECS,Tajikistan,2616.475586,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,No,Yes,Yes,Yes,,8177809,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,1787400.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,38.25,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,100.0,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
ECS,Turkmenistan,11471.18652,16.18,4.64,11.44,62.54,15.277361084602273,2.19,2.6713207547169815,3.01,11.419939176078948,No,Yes,Yes,Yes,,5366277,90015688.23649433,57779234.47121622,22000.0,1000.0,32300.0,3399482.6000285717,500000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,100.0,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,Disposal Site
EAS,Timor-Leste,3344.57373,43.6,5.5,10.0,9.3,10.9,16.5,4.2,4.77203125,11.419939176078948,,Yes,Yes,Yes,,1268671,90015688.23649433,57779234.47121622,3600.0,6934516.75975678,315096014.47525,53.66,63875.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
EAS,Tonga,5636.418457,51.3,5.9,9.0,8.9,7.4,13.4,4.1,4.77203125,11.419939176078948,,Yes,Yes,Yes,,104951,90015688.23649433,57779234.47121622,300.0,6934516.75975678,315096014.47525,102.23,17238.20175,100.0,38.385555555555555,50.99739130434783,25.0,100.0,60.02583333333333,71.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,65.0,0.2,8.138041567499998,42.213099385581394,28.434393906458336,40.0,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,60.0,38.025,
LCN,Trinidad and Tobago,28910.9082,27.15,10.15,3.74,17.19,22.6,19.17,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,Yes,1328100,90015688.23649433,57779234.47121622,71.07,123914.1,315096014.47525,250.753,727874.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,94.31,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,0.8,12.0,28.434393906458336,47.84269841269842,84.0,13.236199999999998,17.371565905725806,44.35626678571428,3.2,38.025,Disposal Site
MEA,Tunisia,10505.2627,68.0,2.0,4.0,5.0,10.0,11.0,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,Yes,11143908,4033000.0,57779234.47121622,90000.0,150000.0,116000.0,16000.0,2700000.0,100.0,38.385555555555555,5.0,31.75,100.0,60.02583333333333,65.0,85.02063013700001,100.0,79.05111111111111,80.0,69.46555555555557,0.2,5.0,42.213099385581394,28.434393906458336,70.0,21.0,13.236199999999998,4.0,44.35626678571428,32.822129772340425,38.025,Disposal site
