region_id,country_name,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,other_information_information_system_for_solid_waste_management,other_information_national_agency_to_enforce_solid_waste_laws_and_regulations,other_information_national_law_governing_solid_waste_management_in_the_country,other_information_ppp_rules_and_regulations,other_information_summary_of_key_solid_waste_information_made_available_to_the_public,population_population_number_of_people,special_waste_agricultural_waste_tons_year,special_waste_construction_and_demolition_waste_tons_year,special_waste_e_waste_tons_year,special_waste_hazardous_waste_tons_year,special_waste_industrial_waste_tons_year,special_waste_medical_waste_tons_year,total_msw_total_msw_generated_tons_year,waste_collection_coverage_rural_percent_of_geographic_area,waste_collection_coverage_rural_percent_of_households,waste_collection_coverage_rural_percent_of_population,waste_collection_coverage_rural_percent_of_waste,waste_collection_coverage_total_percent_of_geographic_area,waste_collection_coverage_total_percent_of_households,waste_collection_coverage_total_percent_of_population,waste_collection_coverage_total_percent_of_waste,waste_collection_coverage_urban_percent_of_geographic_area,waste_collection_coverage_urban_percent_of_households,waste_collection_coverage_urban_percent_of_population,waste_collection_coverage_urban_percent_of_waste,waste_treatment_anaerobic_digestion_percent,waste_treatment_compost_percent,waste_treatment_controlled_landfill_percent,waste_treatment_incineration_percent,waste_treatment_landfill_unspecified_percent,waste_treatment_open_dump_percent,waste_treatment_other_percent,waste_treatment_recycling_percent,waste_treatment_sanitary_landfill_landfill_gas_system_percent,waste_treatment_unaccounted_for_percent,waste_treatment_waterways_marine_percent,where_where_is_this_data_measured
ECS,Turkey,28289.08789,64.0,2.0,1.0,24.0,6.0,3.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,Yes,,83429616,90015688.23649433,57779234.47121622,623000.0,3432426.0,315096014.47525,3399482.6000285717,35374156.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,88.12,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,1.0,42.213099385581394,28.434393906458336,47.84269841269842,44.0,13.236199999999998,17.371565905725806,54.0,1.0,38.025,
EAS,Tuvalu,3793.127686,43.6,5.5,10.0,9.3,10.9,16.5,4.2,4.77203125,11.419939176078948,,Yes,Yes,,,11097,90015688.23649433,57779234.47121622,10.0,6934516.75975678,315096014.47525,5.72,3989.4865,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,47.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,14.5,13.236199999999998,15.0,44.35626678571428,70.5,38.025,
EAS,,57362.92578,23.34,4.11,3.07,14.11,30.01,20.23,0.6,4.77203125,4.43,,,Yes,Yes,,23434000,90015688.23649433,57779234.47121622,14036.0,6934516.75975678,315096014.47525,3399482.6000285717,7336000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,64.2,34.8,54.79139928529412,1.0,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Tanzania,2128.553955,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,,,49082996,90015688.23649433,57779234.47121622,38000.0,6934516.75975678,315096014.47525,3399482.6000285717,9276995.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,69.0,22.6,17.371565905725806,44.35626678571428,8.5,38.025,
SSF,Uganda,1972.301758,74.5,0.8,0.6,10.6,6.0,7.6,2.6713207547169815,4.77203125,11.419939176078948,,,,,,35093648,90015688.23649433,57779234.47121622,25000.0,6934516.75975678,315096014.47525,3399482.6000285717,7045049.836,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,37.5,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,87.0,13.236199999999998,6.0,7.0,32.822129772340425,38.025,
ECS,Ukraine,11534.6377,37.0,5.0,4.0,22.0,25.0,7.0,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,Yes,,45004644,8600000.0,1400000.0,277000.0,448000000.0,587000.0,3399482.6000285717,15242025.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,75.86,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,2.73,94.07,54.79139928529412,13.236199999999998,3.2,44.35626678571428,32.822129772340425,38.025,Other
LCN,Uruguay,20588.39258,53.5,3.0,5.0,7.5,20.0,11.0,2.6713207547169815,4.77203125,11.419939176078948,No,Yes,Yes,Yes,,3431552,90015688.23649433,57779234.47121622,37000.0,6934516.75975678,315096014.47525,3399482.6000285717,1260139.509,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,98.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,61.7,28.434393906458336,47.84269841269842,17.5,13.236199999999998,8.0,10.5,2.3,38.025,
NAC,United States,61498.37109,14.9,4.4,9.0,3.2,26.6,12.9,9.5,6.2,13.3,Yes,Yes,Yes,Yes,Yes,326687488,90015688.23649433,534000000.0,2440000.0,28800000.0,7600000000.0,2600000.0,265224528.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,12.8,52.6,54.79139928529412,13.236199999999998,34.6,44.35626678571428,32.822129772340425,38.025,
ECS,Uzbekistan,5164.274414,40.0,3.0,2.0,17.5,17.5,2.5,1.5,4.0,11.419939176078948,No,Yes,Yes,Yes,,29774500,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,4000000.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,60.0,13.236199999999998,17.371565905725806,44.35626678571428,40.0,38.025,Disposal site
LCN,St. Vincent and the Grenadines,11971.99316,49.6,5.6,3.8,10.5,22.1,8.4,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,No,Yes,109455,90015688.23649433,57779234.47121622,900.0,6934516.75975678,315096014.47525,3399482.6000285717,31561.34925,100.0,95.4,50.99739130434783,31.75,100.0,96.2,73.49010869565218,85.02063013700001,100.0,97.2,81.22274999999999,69.46555555555557,0.2,0.09,42.213099385581394,28.434393906458336,99.91,54.79139928529412,3.6,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
LCN,"Venezuela, RB",14269.67383,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,No,Yes,,,29893080,90015688.23649433,57779234.47121622,232700.0,123157.0,315096014.47525,3399482.6000285717,9779093.14,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
LCN,British Virgin Islands,24215.88281,6.5,18.1,8.6,4.8,33.5,6.3,2.6713207547169815,22.2,11.419939176078948,Yes,Yes,Yes,Yes,Yes,20645,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,21099.19,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,97.2,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,80.3,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,19.7,38.025,
LCN,Virgin Islands (U.S.),30436.56445,46.0,7.0,7.0,12.0,15.0,13.0,2.6713207547169815,4.77203125,11.419939176078948,,Yes,Yes,Yes,,105784,90015688.23649433,57779234.47121622,242295.0434065934,6934516.75975678,315096014.47525,3399482.6000285717,146500.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
EAS,Vietnam,5089.411133,61.9,2.18,0.58,15.18,5.2,12.15,0.6,3.74,11.419939176078948,No,Yes,Yes,Yes,,86932496,90015688.23649433,57779234.47121622,141000.0,2995153.5,9600000.0,200000.0,9570300.0,100.0,38.385555555555555,42.5,31.75,100.0,60.02583333333333,72.0,85.02063013700001,100.0,79.05111111111111,84.0,69.46555555555557,0.2,15.0,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,23.0,44.35626678571428,62.0,38.025,
EAS,Vanuatu,3061.787354,73.4,5.4,3.8,5.7,4.05,6.45,1.2,4.77203125,11.419939176078948,,Yes,Yes,Yes,,270402,90015688.23649433,57779234.47121622,300.0,6934516.75975678,315096014.47525,139.1,70225.489,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,12.0,85.02063013700001,100.0,79.05111111111111,50.0,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,11.3,13.236199999999998,37.0,44.35626678571428,51.7,38.025,
EAS,Samoa,6210.983398,42.6,2.2,8.8,19.4,7.2,13.0,6.8,4.77203125,11.419939176078948,,Yes,Yes,Yes,MNRE publishes monthly environmental newsletters informing the public about solid waste activities and projects.,187665,90015688.23649433,57779234.47121622,500.0,6934516.75975678,315096014.47525,36.14,27399.09,100.0,38.385555555555555,100.0,31.75,100.0,60.02583333333333,100.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,31.0,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,36.0,44.35626678571428,33.0,38.025,
ECS,Kosovo,9723.561523,42.0,6.0,6.0,20.0,8.0,11.0,2.6713207547169815,7.0,11.419939176078948,Yes,Yes,Yes,Yes,,1801800,3880.0,217241.0,23.0,495.0,315096014.47525,834.0,319000.0,100.0,38.385555555555555,35.0,31.75,100.0,60.02583333333333,39.0,85.02063013700001,100.0,79.05111111111111,100.0,69.46555555555557,0.2,8.138041567499998,66.43,28.434393906458336,47.84269841269842,33.57,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
MEA,"Yemen, Rep.",8269.671875,65.0,1.0,6.0,6.0,7.0,10.0,1.0,3.0,1.0,No,Yes,Yes,No,,27584212,90015688.23649433,57779234.47121622,42000.0,21000.0,315096014.47525,3399482.6000285717,4836820.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,60.02583333333333,20.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,12.0,28.434393906458336,47.84269841269842,25.0,13.236199999999998,8.0,44.35626678571428,47.0,8.0,Other
SSF,South Africa,12666.60742,16.38165463,5.20021637,16.9104609,45.02064557,9.396918238,7.090104302,2.6713207547169815,4.77203125,11.419939176078948,Yes,Yes,Yes,,,51729344,90015688.23649433,57779234.47121622,321000.0,1319096.0,315096014.47525,3399482.6000285717,18457232.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,64.0,73.49010869565218,85.02063013700001,100.0,90.5,81.22274999999999,69.46555555555557,0.2,8.138041567499998,72.0,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,28.0,44.35626678571428,32.822129772340425,38.025,
SSF,Zambia,3201.289307,41.734392369375,4.756172671654971,4.276837596482353,18.418010410914285,15.277361084602273,11.687394075668571,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,,,14264756,90015688.23649433,57779234.47121622,15000.0,80000.0,315096014.47525,3399482.6000285717,2608268.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,10.0,20.0,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,17.371565905725806,44.35626678571428,32.822129772340425,38.025,
SSF,Zimbabwe,3190.506592,36.0,5.0,6.0,3.0,27.0,23.0,2.6713207547169815,4.77203125,11.419939176078948,,,Yes,,,12500525,90015688.23649433,57779234.47121622,13000.0,37346.0,315096014.47525,3399482.6000285717,1449752.0,100.0,38.385555555555555,50.99739130434783,31.75,100.0,63.9,73.49010869565218,85.02063013700001,100.0,79.05111111111111,81.22274999999999,69.46555555555557,0.2,8.138041567499998,42.213099385581394,28.434393906458336,47.84269841269842,54.79139928529412,13.236199999999998,16.0,44.35626678571428,84.0,38.025,
